epoch,step,train_acc_mean_pos_epoch,train_acc_mean_pos_step,train_acc_top1_epoch,train_acc_top1_step,train_acc_top5_epoch,train_acc_top5_step,train_loss_cross_epoch,train_loss_cross_step,train_loss_epoch,train_loss_step,val_acc_mean_pos_epoch,val_acc_mean_pos_step,val_acc_top1_epoch,val_acc_top1_step,val_acc_top5_epoch,val_acc_top5_step,val_loss_cross_epoch,val_loss_cross_step,val_loss_epoch,val_loss_step
0,49,,8.166666984558105,,0.0,,0.0,,5.606818199157715,,5.606818199157715,,,,,,,,,,
,0,,,,,,,,,,,,9.416666984558105,,0.0,,0.0,,6.23321533203125,,6.23321533203125
,1,,,,,,,,,,,,7.6666669845581055,,0.0,,0.0,,5.647360801696777,,5.647360801696777
,2,,,,,,,,,,,,8.333333969116211,,0.0,,0.0833333358168602,,6.373348236083984,,6.373348236083984
,3,,,,,,,,,,,,7.9166669845581055,,0.0,,0.0833333358168602,,5.6219377517700195,,5.6219377517700195
,4,,,,,,,,,,,,7.9166669845581055,,0.0,,0.0,,5.506843566894531,,5.506843566894531
,5,,,,,,,,,,,,7.333333492279053,,0.0,,0.25,,5.493395805358887,,5.493395805358887
,6,,,,,,,,,,,,7.833333492279053,,0.0,,0.1666666716337204,,6.1629486083984375,,6.1629486083984375
,7,,,,,,,,,,,,7.4166669845581055,,0.0,,0.0833333358168602,,4.622978687286377,,4.622978687286377
,8,,,,,,,,,,,,6.833333492279053,,0.0833333358168602,,0.25,,4.881400108337402,,4.881400108337402
,9,,,,,,,,,,,,7.4166669845581055,,0.0833333358168602,,0.0833333358168602,,6.2690839767456055,,6.2690839767456055
,10,,,,,,,,,,,,7.083333492279053,,0.0,,0.1666666716337204,,4.985398769378662,,4.985398769378662
,11,,,,,,,,,,,,6.1666669845581055,,0.0,,0.5,,4.359491348266602,,4.359491348266602
,12,,,,,,,,,,,,8.583333969116211,,0.0,,0.0833333358168602,,6.577086448669434,,6.577086448669434
,13,,,,,,,,,,,,6.583333492279053,,0.0833333358168602,,0.3333333432674408,,5.669286251068115,,5.669286251068115
,14,,,,,,,,,,,,8.75,,0.0,,0.0,,6.383420467376709,,6.383420467376709
,15,,,,,,,,,,,,6.833333492279053,,0.0833333358168602,,0.1666666716337204,,4.847201824188232,,4.847201824188232
,16,,,,,,,,,,,,8.166666984558105,,0.0,,0.0,,4.973602771759033,,4.973602771759033
,17,,,,,,,,,,,,8.416666984558105,,0.0,,0.0,,5.997342109680176,,5.997342109680176
,18,,,,,,,,,,,,2.75,,0.0,,1.0,,4.473999977111816,,4.473999977111816
0,91,,,,,,,,,,,7.4429826736450195,,0.017543859779834747,,0.17105263471603394,,5.530491352081299,,5.530491352081299,
0,91,7.9221014976501465,,0.004528985358774662,,0.08605072647333145,,5.525417327880859,,5.525417327880859,,,,,,,,,,,
1,99,,7.083333492279053,,0.0,,0.4166666865348816,,3.74954891204834,,3.74954891204834,,,,,,,,,,
1,149,,6.833333492279053,,0.0,,0.25,,3.4010095596313477,,3.4010095596313477,,,,,,,,,,
,19,,,,,,,,,,,,8.833333969116211,,0.0,,0.0,,5.061755657196045,,5.061755657196045
,20,,,,,,,,,,,,7.1666669845581055,,0.0,,0.1666666716337204,,4.711770534515381,,4.711770534515381
,21,,,,,,,,,,,,8.166666984558105,,0.0,,0.0833333358168602,,5.1895833015441895,,5.1895833015441895
,22,,,,,,,,,,,,8.166666984558105,,0.0,,0.0833333358168602,,4.7410736083984375,,4.7410736083984375
,23,,,,,,,,,,,,7.75,,0.0,,0.25,,4.576658725738525,,4.576658725738525
,24,,,,,,,,,,,,7.25,,0.0833333358168602,,0.3333333432674408,,4.719424247741699,,4.719424247741699
,25,,,,,,,,,,,,7.5,,0.0,,0.25,,5.322755813598633,,5.322755813598633
,26,,,,,,,,,,,,7.1666669845581055,,0.0,,0.1666666716337204,,3.8704581260681152,,3.8704581260681152
,27,,,,,,,,,,,,6.9166669845581055,,0.0833333358168602,,0.25,,4.051572799682617,,4.051572799682617
,28,,,,,,,,,,,,6.9166669845581055,,0.0833333358168602,,0.25,,5.226959228515625,,5.226959228515625
,29,,,,,,,,,,,,6.6666669845581055,,0.0,,0.25,,4.290677070617676,,4.290677070617676
,30,,,,,,,,,,,,6.083333492279053,,0.0,,0.5,,3.6072680950164795,,3.6072680950164795
,31,,,,,,,,,,,,8.416666984558105,,0.0,,0.0833333358168602,,5.88480281829834,,5.88480281829834
,32,,,,,,,,,,,,6.5,,0.0833333358168602,,0.4166666865348816,,5.006879806518555,,5.006879806518555
,33,,,,,,,,,,,,8.666666984558105,,0.0,,0.0,,5.130149841308594,,5.130149841308594
,34,,,,,,,,,,,,6.4166669845581055,,0.0833333358168602,,0.4166666865348816,,4.103654861450195,,4.103654861450195
,35,,,,,,,,,,,,8.166666984558105,,0.0,,0.0833333358168602,,4.083313465118408,,4.083313465118408
,36,,,,,,,,,,,,8.25,,0.0,,0.0833333358168602,,4.829014778137207,,4.829014778137207
,37,,,,,,,,,,,,2.75,,0.0,,1.0,,3.4500179290771484,,3.4500179290771484
1,183,,,,,,,,,,,7.25,,0.021929824724793434,,0.24561403691768646,,4.624094486236572,,4.624094486236572,
1,183,7.189311504364014,,0.011775362305343151,,0.25,,3.7466015815734863,,3.7466015815734863,,,,,,,,,,,
2,199,,6.833333492279053,,0.0833333358168602,,0.3333333432674408,,2.9747560024261475,,2.9747560024261475,,,,,,,,,,
2,249,,5.333333492279053,,0.0833333358168602,,0.5,,2.7177462577819824,,2.7177462577819824,,,,,,,,,,
,38,,,,,,,,,,,,8.0,,0.0,,0.0833333358168602,,4.503670692443848,,4.503670692443848
,39,,,,,,,,,,,,6.75,,0.0,,0.3333333432674408,,4.268768310546875,,4.268768310546875
,40,,,,,,,,,,,,7.833333492279053,,0.0,,0.1666666716337204,,4.730828762054443,,4.730828762054443
,41,,,,,,,,,,,,8.083333969116211,,0.0,,0.0833333358168602,,4.325925827026367,,4.325925827026367
,42,,,,,,,,,,,,7.333333492279053,,0.0,,0.1666666716337204,,4.172901630401611,,4.172901630401611
,43,,,,,,,,,,,,7.1666669845581055,,0.0833333358168602,,0.3333333432674408,,4.391969203948975,,4.391969203948975
,44,,,,,,,,,,,,7.083333492279053,,0.0,,0.4166666865348816,,4.831211090087891,,4.831211090087891
,45,,,,,,,,,,,,6.833333492279053,,0.0833333358168602,,0.25,,3.4992361068725586,,3.4992361068725586
,46,,,,,,,,,,,,7.083333492279053,,0.0833333358168602,,0.1666666716337204,,3.6932549476623535,,3.6932549476623535
,47,,,,,,,,,,,,6.333333492279053,,0.0833333358168602,,0.4166666865348816,,4.7489013671875,,4.7489013671875
,48,,,,,,,,,,,,6.25,,0.0,,0.3333333432674408,,3.9522533416748047,,3.9522533416748047
,49,,,,,,,,,,,,6.0,,0.0,,0.5833333730697632,,3.265920639038086,,3.265920639038086
,50,,,,,,,,,,,,8.333333969116211,,0.0,,0.0833333358168602,,5.5025787353515625,,5.5025787353515625
,51,,,,,,,,,,,,6.0,,0.0833333358168602,,0.4166666865348816,,4.651904582977295,,4.651904582977295
,52,,,,,,,,,,,,8.5,,0.0,,0.0,,4.520294189453125,,4.520294189453125
,53,,,,,,,,,,,,5.5,,0.0833333358168602,,0.5833333730697632,,3.7659149169921875,,3.7659149169921875
,54,,,,,,,,,,,,7.25,,0.0,,0.25,,3.6430492401123047,,3.6430492401123047
,55,,,,,,,,,,,,8.25,,0.0,,0.0833333358168602,,4.299001216888428,,4.299001216888428
,56,,,,,,,,,,,,2.75,,0.0,,1.0,,2.9964232444763184,,2.9964232444763184
2,275,,,,,,,,,,,6.912280559539795,,0.02631578966975212,,0.30263158679008484,,4.198105812072754,,4.198105812072754,
2,275,6.6086955070495605,,0.02445652149617672,,0.3650362193584442,,3.1943306922912598,,3.1943306922912598,,,,,,,,,,,
