epoch,step,train_acc_mean_pos_epoch,train_acc_mean_pos_step,train_acc_top1_epoch,train_acc_top1_step,train_acc_top5_epoch,train_acc_top5_step,train_loss_cross_epoch,train_loss_cross_step,train_loss_epoch,train_loss_step,val_acc_mean_pos_epoch,val_acc_mean_pos_step,val_acc_top1_epoch,val_acc_top1_step,val_acc_top5_epoch,val_acc_top5_step,val_loss_cross_epoch,val_loss_cross_step,val_loss_epoch,val_loss_step
,40,,,,,,,,,,,,8.25,,0.0,,0.0833333358168602,,4.227093696594238,,4.227093696594238
,41,,,,,,,,,,,,7.0,,0.0,,0.1666666716337204,,3.9077816009521484,,3.9077816009521484
,42,,,,,,,,,,,,6.6666669845581055,,0.0,,0.3333333432674408,,3.3835418224334717,,3.3835418224334717
,43,,,,,,,,,,,,7.333333492279053,,0.0,,0.3333333432674408,,3.90783953666687,,3.90783953666687
,44,,,,,,,,,,,,7.1666669845581055,,0.0,,0.3333333432674408,,4.131996154785156,,4.131996154785156
,45,,,,,,,,,,,,6.333333492279053,,0.0,,0.3333333432674408,,2.9529223442077637,,2.9529223442077637
,46,,,,,,,,,,,,6.833333492279053,,0.0833333358168602,,0.25,,3.4568488597869873,,3.4568488597869873
,47,,,,,,,,,,,,6.6666669845581055,,0.0,,0.4166666865348816,,4.5098876953125,,4.5098876953125
,48,,,,,,,,,,,,5.6666669845581055,,0.0833333358168602,,0.5,,3.546952724456787,,3.546952724456787
,49,,,,,,,,,,,,5.75,,0.0,,0.5,,2.7649526596069336,,2.7649526596069336
,50,,,,,,,,,,,,7.9166669845581055,,0.0,,0.0833333358168602,,4.991512298583984,,4.991512298583984
,51,,,,,,,,,,,,6.0,,0.0833333358168602,,0.5,,4.175328731536865,,4.175328731536865
,52,,,,,,,,,,,,7.75,,0.0,,0.0833333358168602,,3.881601095199585,,3.881601095199585
,53,,,,,,,,,,,,5.4166669845581055,,0.1666666716337204,,0.5,,3.4489943981170654,,3.4489943981170654
,54,,,,,,,,,,,,5.75,,0.0833333358168602,,0.4166666865348816,,3.4906585216522217,,3.4906585216522217
,55,,,,,,,,,,,,7.0,,0.0,,0.3333333432674408,,4.016412258148193,,4.016412258148193
,56,,,,,,,,,,,,2.5,,0.0,,1.0,,2.288421869277954,,2.288421869277954
2,248,,,,,,,,,,,6.40350866317749,,0.02631578966975212,,0.37280702590942383,,3.6993954181671143,,3.6993954181671143,
2,248,5.479919910430908,,0.09036144614219666,,0.5240963697433472,,2.694632053375244,,2.694632053375244,,,,,,,,,,,
3,249,,5.0,,0.1666666716337204,,0.5833333730697632,,2.4455220699310303,,2.4455220699310303,,,,,,,,,,
3,299,,4.833333492279053,,0.0833333358168602,,0.5833333730697632,,2.5485196113586426,,2.5485196113586426,,,,,,,,,,
,57,,,,,,,,,,,,6.25,,0.0,,0.4166666865348816,,3.4485700130462646,,3.4485700130462646
,58,,,,,,,,,,,,5.25,,0.0,,0.5833333730697632,,3.575019359588623,,3.575019359588623
,59,,,,,,,,,,,,8.166666984558105,,0.0,,0.0833333358168602,,4.08070707321167,,4.08070707321167
,60,,,,,,,,,,,,6.6666669845581055,,0.0,,0.3333333432674408,,3.7623744010925293,,3.7623744010925293
,61,,,,,,,,,,,,6.4166669845581055,,0.0,,0.3333333432674408,,3.325636863708496,,3.325636863708496
,62,,,,,,,,,,,,7.1666669845581055,,0.0,,0.3333333432674408,,3.8467395305633545,,3.8467395305633545
,63,,,,,,,,,,,,7.0,,0.0833333358168602,,0.3333333432674408,,4.001216411590576,,4.001216411590576
,64,,,,,,,,,,,,6.1666669845581055,,0.0,,0.4166666865348816,,2.8918747901916504,,2.8918747901916504
,65,,,,,,,,,,,,6.6666669845581055,,0.0833333358168602,,0.25,,3.3747053146362305,,3.3747053146362305
,66,,,,,,,,,,,,6.6666669845581055,,0.0,,0.4166666865348816,,4.391485214233398,,4.391485214233398
,67,,,,,,,,,,,,5.75,,0.0833333358168602,,0.4166666865348816,,3.483367443084717,,3.483367443084717
,68,,,,,,,,,,,,5.75,,0.0,,0.5,,2.7136168479919434,,2.7136168479919434
,69,,,,,,,,,,,,7.833333492279053,,0.0,,0.1666666716337204,,4.885441303253174,,4.885441303253174
,70,,,,,,,,,,,,6.0,,0.0833333358168602,,0.5,,4.074313163757324,,4.074313163757324
,71,,,,,,,,,,,,7.5,,0.0,,0.1666666716337204,,3.7564663887023926,,3.7564663887023926
,72,,,,,,,,,,,,5.25,,0.1666666716337204,,0.5833333730697632,,3.3897111415863037,,3.3897111415863037
,73,,,,,,,,,,,,5.75,,0.0833333358168602,,0.5,,3.3829305171966553,,3.3829305171966553
,74,,,,,,,,,,,,7.0,,0.0,,0.3333333432674408,,3.881159782409668,,3.881159782409668
,75,,,,,,,,,,,,2.25,,0.25,,1.0,,2.1882715225219727,,2.1882715225219727
3,331,,,,,,,,,,,6.289473533630371,,0.04385964944958687,,0.4035087823867798,,3.6028215885162354,,3.6028215885162354,
3,331,5.253012180328369,,0.09839357435703278,,0.5722891688346863,,2.587675094604492,,2.587675094604492,,,,,,,,,,,
4,349,,5.083333492279053,,0.0,,0.5833333730697632,,2.6091036796569824,,2.6091036796569824,,,,,,,,,,
4,399,,3.5,,0.25,,0.9166666865348816,,2.2013471126556396,,2.2013471126556396,,,,,,,,,,
,76,,,,,,,,,,,,6.1666669845581055,,0.0,,0.4166666865348816,,3.3807132244110107,,3.3807132244110107
,77,,,,,,,,,,,,5.083333492279053,,0.0833333358168602,,0.5833333730697632,,3.5186071395874023,,3.5186071395874023
,78,,,,,,,,,,,,7.9166669845581055,,0.0,,0.1666666716337204,,4.003935813903809,,4.003935813903809
,79,,,,,,,,,,,,6.6666669845581055,,0.0,,0.3333333432674408,,3.6840152740478516,,3.6840152740478516
,80,,,,,,,,,,,,6.5,,0.0,,0.3333333432674408,,3.303229808807373,,3.303229808807373
,81,,,,,,,,,,,,7.25,,0.0,,0.3333333432674408,,3.8224916458129883,,3.8224916458129883
,82,,,,,,,,,,,,6.9166669845581055,,0.0833333358168602,,0.4166666865348816,,3.921823024749756,,3.921823024749756
,83,,,,,,,,,,,,6.083333492279053,,0.0,,0.4166666865348816,,2.851698637008667,,2.851698637008667
,84,,,,,,,,,,,,6.6666669845581055,,0.0833333358168602,,0.25,,3.347027540206909,,3.347027540206909
,85,,,,,,,,,,,,6.833333492279053,,0.0,,0.4166666865348816,,4.330005168914795,,4.330005168914795
,86,,,,,,,,,,,,5.833333492279053,,0.0833333358168602,,0.4166666865348816,,3.4548964500427246,,3.4548964500427246
,87,,,,,,,,,,,,5.5,,0.0,,0.5,,2.6709582805633545,,2.6709582805633545
,88,,,,,,,,,,,,7.9166669845581055,,0.0,,0.1666666716337204,,4.830925941467285,,4.830925941467285
,89,,,,,,,,,,,,6.083333492279053,,0.0833333358168602,,0.5,,4.011419296264648,,4.011419296264648
,90,,,,,,,,,,,,7.5,,0.0,,0.1666666716337204,,3.6747701168060303,,3.6747701168060303
,91,,,,,,,,,,,,5.1666669845581055,,0.1666666716337204,,0.5833333730697632,,3.3761372566223145,,3.3761372566223145
,92,,,,,,,,,,,,5.75,,0.0833333358168602,,0.5833333730697632,,3.3027772903442383,,3.3027772903442383
,93,,,,,,,,,,,,7.1666669845581055,,0.0,,0.25,,3.7795798778533936,,3.7795798778533936
,94,,,,,,,,,,,,2.25,,0.25,,1.0,,2.1062726974487305,,2.1062726974487305
4,414,,,,,,,,,,,6.276315689086914,,0.048245612531900406,,0.41228070855140686,,3.5458571910858154,,3.5458571910858154,
4,414,5.066265106201172,,0.10441767424345016,,0.5873494148254395,,2.5203192234039307,,2.5203192234039307,,,,,,,,,,,
5,449,,5.4166669845581055,,0.0,,0.5833333730697632,,2.833341121673584,,2.833341121673584,,,,,,,,,,
,95,,,,,,,,,,,,6.1666669845581055,,0.0,,0.4166666865348816,,3.3621833324432373,,3.3621833324432373
,96,,,,,,,,,,,,5.083333492279053,,0.0833333358168602,,0.5833333730697632,,3.483001470565796,,3.483001470565796
,97,,,,,,,,,,,,7.75,,0.0,,0.1666666716337204,,3.957644462585449,,3.957644462585449
,98,,,,,,,,,,,,6.9166669845581055,,0.0,,0.25,,3.625133514404297,,3.625133514404297
,99,,,,,,,,,,,,6.5,,0.0,,0.3333333432674408,,3.2921063899993896,,3.2921063899993896
,100,,,,,,,,,,,,7.25,,0.0,,0.3333333432674408,,3.7960333824157715,,3.7960333824157715
,101,,,,,,,,,,,,6.9166669845581055,,0.0833333358168602,,0.4166666865348816,,3.8803203105926514,,3.8803203105926514
,102,,,,,,,,,,,,6.083333492279053,,0.0,,0.4166666865348816,,2.829392910003662,,2.829392910003662
,103,,,,,,,,,,,,6.75,,0.0833333358168602,,0.25,,3.3205394744873047,,3.3205394744873047
,104,,,,,,,,,,,,7.0,,0.0,,0.4166666865348816,,4.303341865539551,,4.303341865539551
,105,,,,,,,,,,,,6.0,,0.0833333358168602,,0.3333333432674408,,3.451545238494873,,3.451545238494873
,106,,,,,,,,,,,,5.333333492279053,,0.0,,0.5833333730697632,,2.6451454162597656,,2.6451454162597656
,107,,,,,,,,,,,,7.9166669845581055,,0.0,,0.1666666716337204,,4.789905548095703,,4.789905548095703
,108,,,,,,,,,,,,6.083333492279053,,0.0833333358168602,,0.5,,3.9785842895507812,,3.9785842895507812
,109,,,,,,,,,,,,7.333333492279053,,0.0,,0.1666666716337204,,3.6463210582733154,,3.6463210582733154
,110,,,,,,,,,,,,5.1666669845581055,,0.1666666716337204,,0.5833333730697632,,3.357414722442627,,3.357414722442627
,111,,,,,,,,,,,,5.75,,0.0833333358168602,,0.5833333730697632,,3.2673211097717285,,3.2673211097717285
,112,,,,,,,,,,,,7.1666669845581055,,0.0,,0.25,,3.7278714179992676,,3.7278714179992676
,113,,,,,,,,,,,,2.25,,0.25,,1.0,,2.0632359981536865,,2.0632359981536865
5,497,,,,,,,,,,,6.285087585449219,,0.048245612531900406,,0.40789473056793213,,3.5145809650421143,,3.5145809650421143,
5,497,4.779116630554199,,0.14558233320713043,,0.6305220723152161,,2.4438588619232178,,2.4438588619232178,,,,,,,,,,,
6,499,,5.5,,0.0833333358168602,,0.4166666865348816,,2.7623748779296875,,2.7623748779296875,,,,,,,,,,
6,549,,4.25,,0.0833333358168602,,0.6666666865348816,,2.380544662475586,,2.380544662475586,,,,,,,,,,
,114,,,,,,,,,,,,6.25,,0.0,,0.3333333432674408,,3.3564720153808594,,3.3564720153808594
,115,,,,,,,,,,,,5.083333492279053,,0.0833333358168602,,0.5833333730697632,,3.4695146083831787,,3.4695146083831787
,116,,,,,,,,,,,,7.583333492279053,,0.0,,0.1666666716337204,,3.9135098457336426,,3.9135098457336426
,117,,,,,,,,,,,,6.75,,0.0,,0.25,,3.5928807258605957,,3.5928807258605957
,118,,,,,,,,,,,,6.9166669845581055,,0.0,,0.25,,3.283201217651367,,3.283201217651367
,119,,,,,,,,,,,,7.333333492279053,,0.0,,0.25,,3.7882487773895264,,3.7882487773895264
,120,,,,,,,,,,,,6.833333492279053,,0.0833333358168602,,0.4166666865348816,,3.8486766815185547,,3.8486766815185547
,121,,,,,,,,,,,,6.0,,0.0,,0.5,,2.814073324203491,,2.814073324203491
,122,,,,,,,,,,,,6.75,,0.0833333358168602,,0.25,,3.278855085372925,,3.278855085372925
,123,,,,,,,,,,,,6.9166669845581055,,0.0,,0.4166666865348816,,4.282898426055908,,4.282898426055908
,124,,,,,,,,,,,,6.0,,0.0833333358168602,,0.3333333432674408,,3.448258876800537,,3.448258876800537
,125,,,,,,,,,,,,5.25,,0.0,,0.5833333730697632,,2.6329760551452637,,2.6329760551452637
,126,,,,,,,,,,,,7.833333492279053,,0.0,,0.1666666716337204,,4.772664546966553,,4.772664546966553
,127,,,,,,,,,,,,6.083333492279053,,0.0833333358168602,,0.5,,3.9648005962371826,,3.9648005962371826
,128,,,,,,,,,,,,7.4166669845581055,,0.0,,0.1666666716337204,,3.6498584747314453,,3.6498584747314453
,129,,,,,,,,,,,,5.1666669845581055,,0.1666666716337204,,0.5833333730697632,,3.3402047157287598,,3.3402047157287598
,130,,,,,,,,,,,,5.6666669845581055,,0.0833333358168602,,0.5833333730697632,,3.263620376586914,,3.263620376586914
,131,,,,,,,,,,,,7.083333492279053,,0.0,,0.25,,3.728318691253662,,3.728318691253662
,132,,,,,,,,,,,,2.25,,0.25,,1.0,,2.0625083446502686,,2.0625083446502686
6,580,,,,,,,,,,,6.271929740905762,,0.048245612531900406,,0.39912280440330505,,3.4995548725128174,,3.4995548725128174,
6,580,4.616466045379639,,0.15662650763988495,,0.650602400302887,,2.3910181522369385,,2.3910181522369385,,,,,,,,,,,
7,599,,2.5,,0.4166666865348816,,0.9166666865348816,,1.9607982635498047,,1.9607982635498047,,,,,,,,,,
7,649,,4.9166669845581055,,0.0833333358168602,,0.75,,2.3576502799987793,,2.3576502799987793,,,,,,,,,,
,133,,,,,,,,,,,,6.25,,0.0,,0.3333333432674408,,3.3408498764038086,,3.3408498764038086
,134,,,,,,,,,,,,5.083333492279053,,0.0833333358168602,,0.5833333730697632,,3.4625403881073,,3.4625403881073
,135,,,,,,,,,,,,7.583333492279053,,0.0,,0.1666666716337204,,3.9205751419067383,,3.9205751419067383
,136,,,,,,,,,,,,6.75,,0.0,,0.25,,3.589216947555542,,3.589216947555542
,137,,,,,,,,,,,,6.833333492279053,,0.0,,0.25,,3.299675941467285,,3.299675941467285
,138,,,,,,,,,,,,7.333333492279053,,0.0,,0.25,,3.783419609069824,,3.783419609069824
,139,,,,,,,,,,,,6.833333492279053,,0.0833333358168602,,0.4166666865348816,,3.8432719707489014,,3.8432719707489014
,140,,,,,,,,,,,,6.083333492279053,,0.0,,0.4166666865348816,,2.802738666534424,,2.802738666534424
,141,,,,,,,,,,,,6.6666669845581055,,0.0833333358168602,,0.25,,3.2801568508148193,,3.2801568508148193
,142,,,,,,,,,,,,6.833333492279053,,0.0,,0.5,,4.29126501083374,,4.29126501083374
,143,,,,,,,,,,,,6.1666669845581055,,0.0833333358168602,,0.3333333432674408,,3.452244758605957,,3.452244758605957
,144,,,,,,,,,,,,5.1666669845581055,,0.0,,0.6666666865348816,,2.620129108428955,,2.620129108428955
,145,,,,,,,,,,,,7.9166669845581055,,0.0,,0.0833333358168602,,4.777249813079834,,4.777249813079834
,146,,,,,,,,,,,,6.25,,0.0833333358168602,,0.5,,3.963801145553589,,3.963801145553589
,147,,,,,,,,,,,,7.4166669845581055,,0.0,,0.1666666716337204,,3.6400506496429443,,3.6400506496429443
,148,,,,,,,,,,,,5.4166669845581055,,0.1666666716337204,,0.5833333730697632,,3.345796585083008,,3.345796585083008
,149,,,,,,,,,,,,5.75,,0.0833333358168602,,0.5833333730697632,,3.240532875061035,,3.240532875061035
,150,,,,,,,,,,,,7.0,,0.0,,0.25,,3.707770824432373,,3.707770824432373
,151,,,,,,,,,,,,2.25,,0.25,,1.0,,2.0389764308929443,,2.0389764308929443
7,663,,,,,,,,,,,6.293859481811523,,0.048245612531900406,,0.39912280440330505,,3.494750738143921,,3.494750738143921,
7,663,4.454819202423096,,0.15963855385780334,,0.6646586060523987,,2.3465776443481445,,2.3465776443481445,,,,,,,,,,,
8,699,,3.9166667461395264,,0.0833333358168602,,0.8333333730697632,,2.29734206199646,,2.29734206199646,,,,,,,,,,
,152,,,,,,,,,,,,6.333333492279053,,0.0,,0.3333333432674408,,3.342040777206421,,3.342040777206421
,153,,,,,,,,,,,,5.083333492279053,,0.0833333358168602,,0.5,,3.469174861907959,,3.469174861907959
,154,,,,,,,,,,,,7.25,,0.0,,0.25,,3.920928716659546,,3.920928716659546
,155,,,,,,,,,,,,7.0,,0.0,,0.25,,3.5926666259765625,,3.5926666259765625
,156,,,,,,,,,,,,6.833333492279053,,0.0,,0.25,,3.3043699264526367,,3.3043699264526367
,157,,,,,,,,,,,,7.25,,0.0,,0.25,,3.7817230224609375,,3.7817230224609375
,158,,,,,,,,,,,,6.6666669845581055,,0.0833333358168602,,0.4166666865348816,,3.8221826553344727,,3.8221826553344727
,159,,,,,,,,,,,,5.9166669845581055,,0.0,,0.4166666865348816,,2.7876081466674805,,2.7876081466674805
,160,,,,,,,,,,,,6.6666669845581055,,0.0833333358168602,,0.25,,3.2727417945861816,,3.2727417945861816
,161,,,,,,,,,,,,6.833333492279053,,0.0,,0.5,,4.299861907958984,,4.299861907958984
,162,,,,,,,,,,,,6.1666669845581055,,0.0833333358168602,,0.3333333432674408,,3.459277868270874,,3.459277868270874
,163,,,,,,,,,,,,5.083333492279053,,0.0,,0.75,,2.5989813804626465,,2.5989813804626465
,164,,,,,,,,,,,,8.0,,0.0,,0.0833333358168602,,4.803740978240967,,4.803740978240967
,165,,,,,,,,,,,,6.333333492279053,,0.0833333358168602,,0.5,,3.9783506393432617,,3.9783506393432617
,166,,,,,,,,,,,,7.333333492279053,,0.0,,0.1666666716337204,,3.6487538814544678,,3.6487538814544678
,167,,,,,,,,,,,,5.5,,0.1666666716337204,,0.5833333730697632,,3.3498306274414062,,3.3498306274414062
,168,,,,,,,,,,,,5.6666669845581055,,0.0833333358168602,,0.5833333730697632,,3.222031354904175,,3.222031354904175
,169,,,,,,,,,,,,7.0,,0.0,,0.25,,3.705716609954834,,3.705716609954834
,170,,,,,,,,,,,,2.25,,0.25,,1.0,,2.0422427654266357,,2.0422427654266357
8,746,,,,,,,,,,,6.271929740905762,,0.048245612531900406,,0.4035087823867798,,3.4948534965515137,,3.4948534965515137,
8,746,4.213855266571045,,0.18473894894123077,,0.6957831382751465,,2.3092148303985596,,2.3092148303985596,,,,,,,,,,,
9,749,,4.833333492279053,,0.0833333358168602,,0.5833333730697632,,2.4044084548950195,,2.4044084548950195,,,,,,,,,,
9,799,,4.333333492279053,,0.0833333358168602,,0.75,,2.2353360652923584,,2.2353360652923584,,,,,,,,,,
,171,,,,,,,,,,,,6.4166669845581055,,0.0,,0.3333333432674408,,3.3638503551483154,,3.3638503551483154
,172,,,,,,,,,,,,5.083333492279053,,0.0833333358168602,,0.5,,3.4846646785736084,,3.4846646785736084
,173,,,,,,,,,,,,7.333333492279053,,0.0,,0.25,,3.941671371459961,,3.941671371459961
,174,,,,,,,,,,,,6.9166669845581055,,0.0,,0.25,,3.5851058959960938,,3.5851058959960938
,175,,,,,,,,,,,,6.833333492279053,,0.0,,0.25,,3.3198840618133545,,3.3198840618133545
,176,,,,,,,,,,,,7.25,,0.0,,0.25,,3.7817139625549316,,3.7817139625549316
,177,,,,,,,,,,,,6.6666669845581055,,0.0833333358168602,,0.4166666865348816,,3.811638593673706,,3.811638593673706
,178,,,,,,,,,,,,5.75,,0.0,,0.5,,2.771113872528076,,2.771113872528076
,179,,,,,,,,,,,,6.6666669845581055,,0.0833333358168602,,0.25,,3.2801198959350586,,3.2801198959350586
,180,,,,,,,,,,,,6.75,,0.0,,0.5,,4.330693244934082,,4.330693244934082
,181,,,,,,,,,,,,6.083333492279053,,0.0833333358168602,,0.4166666865348816,,3.475295066833496,,3.475295066833496
,182,,,,,,,,,,,,4.9166669845581055,,0.0,,0.75,,2.5829741954803467,,2.5829741954803467
,183,,,,,,,,,,,,8.0,,0.0,,0.0833333358168602,,4.837643623352051,,4.837643623352051
,184,,,,,,,,,,,,6.333333492279053,,0.0833333358168602,,0.5,,4.000658988952637,,4.000658988952637
,185,,,,,,,,,,,,7.5,,0.0,,0.1666666716337204,,3.6478681564331055,,3.6478681564331055
,186,,,,,,,,,,,,5.4166669845581055,,0.1666666716337204,,0.5833333730697632,,3.3505606651306152,,3.3505606651306152
,187,,,,,,,,,,,,5.5,,0.0833333358168602,,0.6666666865348816,,3.2149906158447266,,3.2149906158447266
,188,,,,,,,,,,,,6.9166669845581055,,0.0833333358168602,,0.25,,3.7208001613616943,,3.7208001613616943
,189,,,,,,,,,,,,2.25,,0.25,,1.0,,2.0434775352478027,,2.0434775352478027
9,829,,,,,,,,,,,6.241228103637695,,0.05263157933950424,,0.4166666567325592,,3.502354145050049,,3.502354145050049,
9,829,4.117469787597656,,0.1867469847202301,,0.7128514051437378,,2.2488248348236084,,2.2488248348236084,,,,,,,,,,,
10,849,,4.1666669845581055,,0.1666666716337204,,0.6666666865348816,,2.2234349250793457,,2.2234349250793457,,,,,,,,,,
10,899,,3.0833334922790527,,0.3333333432674408,,0.75,,1.9691638946533203,,1.9691638946533203,,,,,,,,,,
,190,,,,,,,,,,,,6.25,,0.0,,0.3333333432674408,,3.3774611949920654,,3.3774611949920654
,191,,,,,,,,,,,,5.083333492279053,,0.0833333358168602,,0.5,,3.479637622833252,,3.479637622833252
,192,,,,,,,,,,,,7.333333492279053,,0.0,,0.25,,3.953145980834961,,3.953145980834961
,193,,,,,,,,,,,,7.0,,0.0,,0.25,,3.592446804046631,,3.592446804046631
,194,,,,,,,,,,,,6.9166669845581055,,0.0,,0.25,,3.3395183086395264,,3.3395183086395264
,195,,,,,,,,,,,,7.25,,0.0,,0.25,,3.793336868286133,,3.793336868286133
,196,,,,,,,,,,,,6.6666669845581055,,0.0833333358168602,,0.4166666865348816,,3.8242251873016357,,3.8242251873016357
,197,,,,,,,,,,,,5.75,,0.0,,0.5,,2.773874044418335,,2.773874044418335
,198,,,,,,,,,,,,6.583333492279053,,0.0833333358168602,,0.25,,3.27783203125,,3.27783203125
,199,,,,,,,,,,,,6.6666669845581055,,0.0,,0.5,,4.364215850830078,,4.364215850830078
,200,,,,,,,,,,,,6.083333492279053,,0.0833333358168602,,0.4166666865348816,,3.4890265464782715,,3.4890265464782715
,201,,,,,,,,,,,,4.9166669845581055,,0.0,,0.75,,2.5815036296844482,,2.5815036296844482
,202,,,,,,,,,,,,8.083333969116211,,0.0,,0.0833333358168602,,4.857020378112793,,4.857020378112793
,203,,,,,,,,,,,,6.5,,0.0833333358168602,,0.5,,4.017705917358398,,4.017705917358398
,204,,,,,,,,,,,,7.75,,0.0,,0.1666666716337204,,3.6608200073242188,,3.6608200073242188
,205,,,,,,,,,,,,5.4166669845581055,,0.1666666716337204,,0.5833333730697632,,3.3653666973114014,,3.3653666973114014
